Wisatawan Lokal,Review,Nama Tempat
True,"Utk aturannya ojek  mohon di cek kembali donk..
Kita sebagai pengunjung seneng klau bisa ngojek brangkat dan pulang dr parkiran kembali.. Kasihan para pengunjung yg usia manula khusus nya.. Mosok brangkatnya aja dan balik nya gak boleh ngojek..
Alesan petugas kesepakatan antara penjual dan tukang ojek klau pulang ke parkiran gak boleh ngojek..(capek lo mb..)
Rejeki penjual oleh2 dan kaos sudah ada takerannya masing2.. Jika udah rejekinya tamu pasti akan belanja juga..
Makasih",Goa Gong Pacitan
True,"Yg jiwa petualang mencoba hal2 yg baru,asik juga",Goa Gong Pacitan
True,Menarik,Goa Gong Pacitan
False,"Bagus tempat wisatanya, tapi ati ati sama tukang foto ny. Kena tipu. Sudah dari awal sblum foto udah melakukan kesepakatan, boleh milih tapi alhasil semuany tiba tiba dicetak begitu saja dan harus bayar hasil fotonya 300rb !",Goa Gong Pacitan
True,salah satu destinasi wisata alam di Pacitan yg bisa dikunjungi,Goa Gong Pacitan
True,Dr parkir naik ojek 10rb...tiket masuk 20rb.. goa gong memang indah..keajaiban tuhan...,Goa Gong Pacitan
True,"pengap, tiket 20k per orang (april, 2024)",Goa Gong Pacitan
False,"Gua alami, harus dirawat dan dijaga",Goa Gong Pacitan
True,Good place,Goa Gong Pacitan
True,"Cocok untuk yg fisiknya lg fit yaa
Tidak direkomendasikan buat lansia karena medan jalannya terlalu buat capek 😆😁
Keindahan dan kemegahan dalam GOA GONG MashaAllah tidak bisa diungkapkan dg kata"" ... Maha Besar Allah atas ciptaannya 😍❤",Goa Gong Pacitan
True,"goa yg sangat menarik
cuma perlu banyak papan buat share pengetahuan
selain itu banyak anak tangga yg perlu diperbaiki nih
dan spot2 foto perlu diperbanyak
selain itu lampu2 pada tangga harus diperbaiki nih",Goa Gong Pacitan
True,Warisan Indonesia yang tidak diwariskan keasrian nya,Goa Gong Pacitan
False,Tempat bagus,Goa Gong Pacitan
False,"Jasa pemandu sama senter terlalu maksa. Udah nolak tapi tetep aja diikutin sampe masuk. Dan sebenernya ngga pake senter/pemandu juga bisa bcs di dalam kondisinya lumayan terang. Tiket masuk 20k kalo dewasa, tadinya menurutku worth. Tapi pas ada pemaksaan jadi badmood mau masuknya",Goa Gong Pacitan
True,"Absolutely mesmerizing! Keren sekali goanya ya. Besar memutar, dalamnya juga indah banget. Stalaktit sama stalakmitnya keren. Efek lampunya juga bagus. Ada beberapa spot foto, ada pegangan besinya, hati hati tangganya licin.

Tapi parkiran mobil, bus, minibus gitu agak jauh ya guys yaa. Kalau motor beda, bisa lebih dekat. Htm 10 or 20k if I'm not mistaken. Fasilitas lumayan, lengkap.
Ada toilet, parkiran, pasar souvenir pun ada, persewaan lampu dan payung juga banyak di mulut goanya, just 5k each item.

Lumayan banget jalannya memutar, dari gapura awal  jembatan, terus masuk goa sampe keluar. Lumayan ngos ngosan. Belum kalo parkirnya jauh, tapi reccomended guys! Enjoy the cave.",Goa Gong Pacitan
True,Keagungan Tuhan telah menciptakan berbagai keajaiban dunia,Goa Gong Pacitan
True,"Mampir perjalanan ke Mojokerto.
- Goanya bagus
- Petugas di pintu depan langsung mengarahkan utk parkir mobil & arah masuk
- Pemandunya amat sangat membantu saat berada di dlm goa (ada bayar jasa tapi murah banget)
- Ada sewa senter (nggak mahal)
- Ada air dlm sendang yg bisa diambil & dibawa pulang",Goa Gong Pacitan
True,Suka banget dengan tempatnya. Bagus. Tour guide ramah. Harga tiket masuk murah,Goa Gong Pacitan
True,"Agak heking setitik muju ktmpat ini  ada sih ojek dri parkiran ke pintu masuk brbayar. Kita masuk goa gong 1 orgnya 20k, ada toyrguide brbayar, ada sewa senter dan ada yg bsa foto cetak. Masuk goa pnuh selaktit yg sudah dtmbak dgn lampu warna warni kreatif sih dan kita g kpanasan krna dbantu sma kipas dstiap sudut. Knp goa gong ktna ada batu yg klw di tabuh ngeluarin suaraa gong yg brgema nnti dtunjukin pas kita udh sampai dbatunya. Must try!!!",Goa Gong Pacitan
True,"Bagus, tapi gerah banget ternyata di dalam goa nya🙈",Goa Gong Pacitan
True,"tempatnya bagus, pelayanan ny ramah cuma sayang kesana pas hujan deras jadi gak bisa fokus menikmati keindahan gua gong,, btw itu baru permukaan nya aja sebenernya masih ada sktr 600 m lagi turun ke bawah dari bibir gua berhubung saat itu pas hujan deras jadi cukup sampai di bibir gua saja. untuk jalan bagus cuma klo mau ke guanya harus extra tenaga karena harus mendaki dari loket tiket ke bibir gua nya 😅😅",Goa Gong Pacitan
True,cocok buat kalian yang mau wisata ke goa tapi fasilitas jalan di dalem goanya udah bagus,Goa Gong Pacitan
True,"Pemandangan goa bagus, parkir luas, lumayan capek jalan kaki",Goa Gong Pacitan
True,"o	Bersama rombongan CARITAS, pada 28052023, kita-kita wisata ke Goa Gong di Kabupaten Pacitan, Jawa Timur.
o	Situasinya menyenangkan.
o	Harga-harga souvenir termasuk wajar.",Goa Gong Pacitan
True,Dulu terakhir kesini waktu SD dan takut akan masuk.. sekarang sudah usia 34. Jelajah Goa Gong,Goa Gong Pacitan
True,Goa dengan pesona yang eksotis,Goa Gong Pacitan
True,"beberapa kipas mati di dalam goa, saran penting jangan pakai sepatu/sendal yg tidak tahan  licin karena cukup membahayakan",Goa Gong Pacitan
True,"Yuk yang mau pesen travel wisata,siap antar Bapak&ibu kemana saja",Goa Gong Pacitan
True,Lumayan,Goa Gong Pacitan
True,"Beberapa ruangan sempit dan jalan curam, licin. Perlu senter",Goa Gong Pacitan
False,Tempat asyik cuma ga bisa sampai ke bawah karena bawa si bocil,Goa Gong Pacitan
True,Bagus dan estetik bsnget penciptaan oleh Yang Maha Kuasa,Goa Gong Pacitan
True,"Amazing, Goa Gong di Bomo Punung Kab Pacitan ini memilik keistimewaan stalagtit dan stalagmit. Ditemukan 1924 oleh mbah Joyo dan mbah Noyo yang tercatat di pintu goa. Tempat semedi mereka juga ada didalam goa. Goa ini memang dipertahanman masyarakat untuk destinasi jujugan pelancong. Dibuka sejak 1971 sebenarnya pernah sohor. Bahkan sudah ditata jalannya dan kuliner serta pasarnya. Masuk goa 260 meter ini naik turun tangga cukup curam dan licin. Asyiknya stalagtit stalagmitnya seperti batu kristal dihiasi warna warni lampu. Terdiri dari 7 ruangan dan 5 sendang. Di ruang tertentu bisa dilihat stalagtit yang sudah halus mengkristal dan jika Anda pukul-pukul akan mengeluarkan bunyi seperti Gong pada gamelan. Dari pusat kota Pacitan cukup lumayan jauh 45 menit, dan halaman parkir luas. Dari parkiran di pinggir jalan raya ini anda bisa naik atau jalan kaki ojek ke pintu masuk goa berbayar 5 ribu. Dari pintu tiket seharga 20rb Anda menyusuri tangga lumayan buat pemanasan sampai mulut gua. Sebelum masuk istirahat dulu dan gunakan jasa sewa sentre dan pemandu disitu atau tukang foto yang sudah paham lokasi goa, dijamin Anda aman jalannya karena gelap. #literasyikgalih #kilasdokumenter @galih.wib",Goa Gong Pacitan
True,"Gua Gong is located near Pacitan, East Java. This cave is formed since ancient times from areas containing limestone. Water from the land above dripping through the soil crevices above the cave forms stalactites of limestone that drip down to the cave floor. Inside Gua Gong, there are several large stalagmites that have merged from tip to the bottom of the cave, indicating that this cave may be hundreds of year old.",Goa Gong Pacitan
True,👌👌,Goa Gong Pacitan
True,Destinasi wisata yang bagus,Goa Gong Pacitan
True,Wisata alam yang cukup unik,Goa Gong Pacitan
True,Tempat yang menyenangkan untuk berlibur,Goa Gong Pacitan
True,"View-nya bagus, cocok buat liburan bareng teman / keluarga. Banyak spot foto yang oke banget buat update sosmed :D",Goa Gong Pacitan
True,👍👍👍,Goa Gong Pacitan
True,sungguh istimewa,Goa Gong Pacitan
True,"Pemandangan goa nya bagus...
Parkiran luas .
Jarak antara parkiran mobil dan goa nya lumayan jauh .
Tapi ada ojek nya kok...

Akses menuju goa nya juga jalan lumayan jauh ..
Disarankan pakai sepatu yang tanpa hak tinggi ya kalau kesini..
Bawa air minum juga biar stamina terjaga...

Di dalam goa nya gelap dan agak licin. Harus ekstra hati²... 😌😌😌😌",Goa Gong Pacitan
True,"Wisata gua yg eksotis,jalan bertangga lengkap dengan pegangan tangan,panas,pengap pas tambah masuk ditengah untung ada beberapa kipas dan lampu disana,hati-hati licin tangganya karena kadang ad air yang menetes dari stalaktit dan stalakmit
Area masuk melewati jembatan dan pemandangan yang indah,ada tour guide untuk pemandu,jalan pulang dibedakan dengan jalan masuk ,ada pedagang pernak pernik,oleh oleh dsb
Toilet kotor,musola ada tapi kurang terawat
Jalan dari parkiran bis ke pintu masuk ada ojeg 5k,",Goa Gong Pacitan
True,"Goa yang biasa di pegunungan kars.. tapi dikelola dengan baik, sehingga perekonmian masyarakat sekitar ikut maju.. parkir luas, bis besar masuk..",Goa Gong Pacitan
True,Pengalaman masuk ke gua,Goa Gong Pacitan
True,"Bagus sih, kelamaan didalam ngap juga",Goa Gong Pacitan
True,Sangat bagus buat edukasi anak2.dan juga cocok buat liburan bersama keluarga,Goa Gong Pacitan
True,Estetik,Goa Gong Pacitan
True,"Katakan tidak ! Kalau ga mau pakai jasa pemandu, jasa foto, ataupun sewa senter ...",Goa Gong Pacitan
False,"Goa gong wisata paling pas buat
Santay sakaligus membuang rasa jenuh
👍👍💪💪👌",Goa Gong Pacitan
False,Tempat yg bagus untuk belajar,Goa Gong Pacitan
True,Sip,Goa Gong Pacitan
True,Keren,Goa Gong Pacitan
False,Menyenangkan,Goa Gong Pacitan
True,"Bagus,....banyak stalaktit, stalakmit yang masih utuh dan berkembang terus...",Goa Gong Pacitan
True,"ngga sanggup untuk jalan sampai ke bawah, karena hawanya yg panas, walaupun ada blower2 besar.",Goa Gong Pacitan
False,Wouw keren pollll,Goa Gong Pacitan
True,Bagus sih tp jalanya agak.jauh.rame jika weekend,Goa Gong Pacitan
True,Goa gong stalaktit yg anggun,Goa Gong Pacitan
True,"Bagus sekali, akses searah dengan pantai klayar. Tangga sudah ada hand railnya, lampu penerangan cukup. Cuma sayang didalam goa ada beberapa blower yang mati sehingga udara terasa pengap sekali",Goa Gong Pacitan
True,"Siapkan fisik ya friends. Jalur wisata searah dengan pantai Klayar. Dari parkiran sudah ditunggu ojek dengan membayar 5000,murah sampai TPR, sebenarnya tidak jauh sekitar 300 m sampai mulut Gua, tetapi medannya naik, sampai TPR dan jalan kaki menaiki tangga 2 kali. 1 kali tangga  sekitar 10-15 anak tangga. Sesampai di Mulut gua ada pemandu dengan membayar 30 rb. Dan ada sewa senter 5 rb saja. Di dalam Gua cahaya terang dan ada Kipas angin, ada pegangan di kanan kiri, medan naik turun. Gua terdiri ada beberapa ruangan. Sesampai di dalam sangat menakjubkan ciptaan Allah, lukisan alami dari staklaktit dan staklakmit, dengan bebatuan yg berbeda, ada batu biasa, batu kristal yg gemerlap warna putih. Luar biasa maha Agung Ciptaan Allah. Dari luar bukit biasa saja. Begitu masuk seperti kerajaan.",Goa Gong Pacitan
True,Susunan stalagmid jutaan tahun yg mengendap di dalam goa...untuk pengunjung yg kurang sehat sebaiknya jangan masih ke dalam karna harus menyusuri tangga naik turun yg curam dan agak licin pada titik tertentu..,Goa Gong Pacitan
True,"MasyaAllah, ga berhenti kami mengagumi salah satu ciptaan Allah.. alhamdulillah sudah sampai ketempat ini, meskipun sekali tapi sudah sangat bersyukur. Semua terjaga dgn baik, masyarakat sekitar bisa mendapatkan nafkah juga dr adanya goa gong..",Goa Gong Pacitan
True,jangan ajak anak kecil bahaya.udara di dlm pengap.tiket lumayan mahal 20000 rb dewasa anak 5 rb.,Goa Gong Pacitan
True,"The cave system is very magnificent, all the stones and crystals that made from condensation processes is immaculate, gotta visit yourself and find out how cool this cave was, if u ever goes here bring ur flashslight, a sandals or shoes which have grip on it, cause everything is wet inside, and bring ur portable fan cause its hot inside",Goa Gong Pacitan
True,"Goa nya bagus sih, tapi sekarang tidak serame dulu, sudah agak sepi..
Tempat cukup terawat, fasilitas toilet, mushola ada disini",Goa Gong Pacitan
True,"Apik    👍🏻
Tapi masuknya penuh perjuangan.... Capeek tapi puas  .. 👍🏻",Goa Gong Pacitan
False,Worth to visit. It's one of unesco heritage geological site. Explore Pacitan,Goa Gong Pacitan
True,Bagus banget,Goa Gong Pacitan
True,Selalu menjadi wisata rekomended saat ke pacitan. Disarankan menggunakan gojek aja daei parkiran biar ga capek mengingat banyak objek wisata yg nanti akan di datangi lagi.,Goa Gong Pacitan
True,"goa terindah, keren banget sampai nganga liatnya, dari parkiran ada ojek 5rb wkk cuma 100 meter tapi cocok buat kaum mager jalan nanjak, tidak disarankan foto pakai hape karena flash hape ga nyampe, aku saranin foto pake kamera digital dan sebangsanya yg flashnya kuat biar keliatan keindahan goanya, aku saranin juga bawa senter yg terang karena senter sewa 5rb yg di goa ga terang 😑",Goa Gong Pacitan
True,"Goa nya bagus, terpelihara, keren banget",Goa Gong Pacitan
True,Destinasi wisata luar biasa Indah dan menakjudkan .... Maha Karya Sang Pencipta,Goa Gong Pacitan
True,Bagus dan ramai pengunjung,Goa Gong Pacitan
True,Goanya bagus. Tapi pengelolaannya  kurang.,Goa Gong Pacitan
False,"Difasilitasi dgn baik untuk turun ke Goa...walau TDK ber AC.  Penjaja kipas ada dimuka pintu masuk.
Kaki/lutut kudu kuat utk menanjak atau menuruni jalan ke Goa.
Penjaja sovenir cukup banyak dan harga memadai. Dari tempat parkir tersedia Ojeg setempat.  Air di Mushola tidak memadai",Goa Gong Pacitan
True,Goa dengan stalagtit luar biasa,Goa Gong Pacitan
True,"Sangat cantik, hati hati jalan di tangga dalamnya",Goa Gong Pacitan
True,"Goa alam yang bagus, dan bagus buat olahraga... Saran saya, siapkan stamina untuk bisa menjelajahi goa ini. Karena tangganya yang cukup terjal dan lumaya  curam.

Tidak rekomen buat orang yang sudah sepuh. Tp overall, goa stalaktit yang bagus dan bagus buat destinasi wisata edukasi.",Goa Gong Pacitan
True,"Dari parkiran ke jln masuk goa ngojek 5rb/motor
Tapi pas plgnya mw ngojek pada g mw ..pdhal ngojeknya untuk ibuk sya yg udah tua g kuat jln🥹

Untuk tempat wisatanya keren...didlm goa bagus banget.",Goa Gong Pacitan
True,Beautiful cave you should visit,Goa Gong Pacitan
True,alami,Goa Gong Pacitan
True,"Pertama kali kesini setelah sekian tahun sudah menjadi wisata populer khususnya di pacitan. Akses sangat mudah dicaoai karena jalan sangat mulus dan baru saja di hot mix. Tempat parkiran sangat luas khusus mobil bayar 5ribu rupiah. Tapi sangat disayangkan tempat parkir termasuk sangat jauh dari area wisata bahkan berseberangan jalan utama. Kalau mau cepat harus naik ojek bayar 5ribuan saja permotor bisa buat dia orang. Jalan sangat menanjak dan ada area tangga yang sangat banyak. Usahakan  persiapkan tenaga, air minum, kipas, dan senter HP bisa. Kalau tidak bawa bisa beli kipas harga 5ribu, bisa sewa senter, kalau mau foto ada jasa langsung jadi. Banyak stan makanan dan snack juga aksesoris baru akik yang sangat banyak. Untuk harga tiket 20ribu bagi dewasa dan anak-anak byar 5ribu saja.",Goa Gong Pacitan
True,Goa yg bagus sekali ❤,Goa Gong Pacitan
True,"Sangat estetik goanya, di dalam sudah diberi penerangan lampu warna warni..
Klo malas jalan dr parkiran bisa naik ojek ke halaman objek wisatanya, cukup bayar 5k",Goa Gong Pacitan
False,"ada kenang""an yg tidak bisa terlupakan",Goa Gong Pacitan
True,"Kesini saat weekdays jadi sepi
anak2 bisa explor dan senang bisa masuk goa untuk pertama kali.
parkir dibawah, kl capek jalan ke atas bisa naik ojek 5k/motor
ada tukang foto juga yang bisa ngarahin dan jelasin batu2.
untuk air flow didalam goa agar diperhatian atau ditambah kipasnya, panas dan lembab didlm goa.",Goa Gong Pacitan
True,"Goa yg keren, menjadi ikonnya Pacitan, klo belum berkunjung ke Goa Gong, brarti dinyatakan belum pernah ke Pacitan",Goa Gong Pacitan
True,Amazing....,Goa Gong Pacitan
False,"Goa nya bagus, tapi sangat disayangkan banyak fans barca disini",Goa Gong Pacitan
False,"saya sgt terkecoh sama omongan ""nanti filenya saya kirim lewat doc ya mba"" tapi nyatanya tidakkkkkkkkkkk

ini gimana para photografer nya kok perlakuan nya jelek sekaliii.
intinya jangan percaya sama mulut manisnya para photografer yang ada di dalam goaa, dan saat ambil hasil fotonya",Goa Gong Pacitan
True,"Masha Alloh,, Alhamdulillah selalu bersyukur dan berterima kasih kepada penguasa Alam Semesta.
Tadabbur alam...
Menelusuri Goa Gong Pacitan yang sangat salam.... Whuih luar biasa bagusnya di dalamnya😍😍😍.",Goa Gong Pacitan
True,"Kami pergi di tengah pekan. Tidak terlalu ramai. Tidak ada yang lain selain melihat stalaktit dan stalakmit. Parkir mobil tidak bisa langsung ke area goa gong. Tidak perlu naik ojek, karena tidak terlalu jauh dari tempat parkir. Buat yang tidak betah tempat pengap dan gelap, mungkin tidak cocok untuk wisata di sini.",Goa Gong Pacitan
True,"Wisata yg bagus, tapi tidak disarankan untuk Lansia, sebab jalanan yg dituju banyak menanjak, dan tangga naik serta turun...",Goa Gong Pacitan
True,Ciptaan Tuhan yg indah,Goa Gong Pacitan
True,Situs geopark yang luar biasa,Goa Gong Pacitan
True,"Hari kerja lumayan longgar, goa serasa milik pribadi.🤙",Goa Gong Pacitan
True,"Berkali kali kesana,,dan selalu bawa rombongan lebih dari 1 bus besar",Goa Gong Pacitan
False,Bagus.....,Goa Gong Pacitan
False,"Banyak sekali yg jualan kipas atau senter didepan goa. Sebenarnya gak perlu beli, karena di dalam goa ga gerah dan banyak pencahayaan juga kok.
Goanya yaa biasa saja, seperti goa hehe.
Awalnya saya terkecoh dengan orang2 yg mengaku fotografer katanya kameranya lebih bagus kalau foto dalam goa. Tapi ternyata zonkk banget hasil cetaknya, hasilnya beneran jelek. Jangan mau yaa kalau ditawari foto.",Goa Gong Pacitan
True,"Menurut saya tempat nya biasa aja, dan tidak cocok untuk anak kecil, apalagi jalan untuk menelusuri dalam gua nya sangat licin, jadi bagi yang takut ketinggian tidak direkomendasikan
Saran bagi yang mau ke sini, jarak antara tempat parkir ke wisata gua, sangat dekat cuma sedikit menanjak",Goa Gong Pacitan
True,"Kalau mau masuk gua usahakan bawa senter yang terang ya,, atau juga bisa sewa disana",Goa Gong Pacitan
True,"Masih sama, tidak ada yg berubah. Kesana weekday jd sepi penjual",Goa Gong Pacitan
True,"Didalam goa sudah bagus, sudah ada blower udara dan cukup lampu penerangan",Goa Gong Pacitan
True,Bagus,Goa Gong Pacitan
